voltage,current,min_power,max_power,resistance
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
650.000,9.822,-150000.000,150000.000,0.000
